,SMAPE,MASE,OWA,MAE,RMSE
Q1,2.732979904437015,0.6086205555118177,1.0986951673321006,187.7121036516625,236.5542739728885
Q2,2.2548508848093283,0.4471640714232586,0.7888281162754542,160.0449687855188,194.6835816267154
Q3,2.6171324577151,0.5221711550378163,2.128285855671378,187.6889964438689,204.21154554519188
Q4,1.8597006690840885,0.4471783438875739,1.0402763843939504,142.19255536929995,174.8310489029727
Q5,16.742031348925046,1.3984583407759823,0.6611223744742313,209.4890594482422,237.70583912333973
Q6,6.667191596468471,4.228998325526307,6.213322496485056,643.8227050781247,656.4792308082397
Q7,0.8668289422522513,0.6118634724167162,0.9176876120878952,29.480694580078136,34.96697836573077
Q8,6.31339048111446,3.4415378066335025,3.17448160360261,164.7432861328125,173.05623696533056
Q9,6.602003780410224,3.3764248030339763,7.578901204416519,170.4050903320312,172.14689510845727
Q10,2.8888613949878525,1.7528831339416064,3.548870646727212,74.89910278320309,76.90171759408378
Q11,3.298723636587618,1.9602240454041,5.9656199516959205,38.78748779296876,39.28847280204846
Q12,8.095469107692544,1.8914232858111009,1.0802493097952564,270.370361328125,299.305332501972
Q13,31.53350526716664,8.322710480853539,22.27732048515943,497.2592529296875,498.0302939210529
Q14,40.57184533108389,7.589015452230813,9.094766262407358,4285.7239990234375,4304.854406745707
Q15,6.756129259736861,0.8671567369791116,0.7165892121286999,93.11686706542967,100.9377696176429
Q16,55.77087431979773,10.747600416986312,8.773197389271742,1006.9524536132812,1010.7278055564248
Q17,18.965174980720807,8.108941345380385,11.198511767636806,434.8751525878906,437.081144502625
Q18,14.964675175873015,3.722992496633622,2.8939479173165985,802.744873046875,816.9790458968305
Q19,11.332893764893466,3.822829833904092,3.200117441880536,634.1032104492188,669.1111856168653
Q20,8.463307794566722,3.6268616488852032,4.353461252871976,525.3014526367188,534.2829545662336
Q21,3.13734173257829,1.2899726402637248,1.289437029136374,310.9068603515625,374.7491180113389
Q22,22.087404220650495,5.877020461865858,13.09958926404668,1062.8858642578125,1067.4176256490434
Q23,12.092062935229956,6.627380633913788,5.808103045974756,697.5723388671875,706.9172222442439
Q24,6.555813296696755,3.1455037030207444,5.094193455115549,159.86021728515624,161.87246656979542
Q25,8.112379336990083,3.5352768620891504,8.56052751877925,117.57045288085936,118.2872081544876
Q26,12.179744671693484,1.5687009491189552,0.710412083717979,976.8728637695312,1067.0906429015824
Q27,1.6263545171537706,0.5957807379783097,0.8593758129344116,153.505615234375,188.34355445156703
Q28,17.08439199520414,5.683560921077704,4.1444531477029125,804.9989013671875,818.0725833491211
Q29,2.616732096285536,1.0244156275040064,0.5486189036910996,50.8482666015625,64.94340589152294
Q30,2.897863468031502,2.159060005519701,1.481042714887166,90.2879638671875,97.22145998720497
Q31,4.961524432413609,3.055542400905064,2.7164554915346946,124.44390869140624,131.11030558899262
Q32,13.841796077027304,5.374465416217673,4.466941508972605,623.43798828125,637.4317257942516
Q33,16.794590826550753,8.52344018956329,9.198947261873148,1318.8086547851562,1327.7529305981102
Q34,15.432762313846409,7.79310030110677,6.861679246902791,1062.6954956054688,1067.8895902067152
Q35,14.831293446367727,6.647965191997413,5.483312660559562,1445.6302490234375,1460.3229415598216
Q36,20.125863821146243,7.670999248658736,9.432726159137346,1691.8040161132812,1699.5624781618558
Q37,21.96049787406908,5.186536281446085,3.9481990007379255,953.3796691894532,970.4458453048928
Q38,21.79573343676606,5.0187631287173256,4.838582472433201,1311.2659301757812,1350.3681966317831
Q39,19.37995813427564,3.6661223797289377,2.0597161660674783,1074.5071411132812,1175.1799967366435
Q40,9.832826755354098,4.93201405514953,7.439929905113384,500.375244140625,512.3054981005673
Q41,21.25923027628974,8.117221757477404,14.442965046934267,376.3439178466797,378.2194507228302
Q42,21.72577060342641,8.627803229183131,5.7328199807140905,434.21380615234375,438.6425172564804
